name,description,review_text,review_rating,genre,keywords,datePublished,director,actor,creator
Prom Night,,,1,['Horror'],"['prom', 'pedophilia', 'sexual predator', 'sex offender', 'child molester']",2008-04-11,['Nelson McCormick'],"['Brittany Snow', 'Scott Porter', 'Jessica Stroup']",['J.S. Cardone']
The Proposition,"A lawman apprehends a notorious outlaw and gives him nine days to kill his older brother, or else they&apos;ll execute his younger brother.","Just superb - wonderful, austere direction that gets the best from a great cast and some extraordinary landscapes. A tight, disciplined script from Nick Cave that&apos;s testament to how his writing continues to reach new levels - not to mention his collaboration with Warren Ellis on the beautifully uneasy score. 

There&apos;s a fantastic blend of European and Australian sensibilities here that makes this the least clichéd film to come out of this country for 20-odd years - and if it doesn&apos;t do well, it&apos;ll be because an increasingly soft and gutless nation is afraid to venture out of their frappuccino and mortgage comfort zone. 

This is powerful, worthy art.",9,"['Crime', 'Drama', 'Western']","['gang', 'hideout', 'outlaw', 'aborigine', 'foreboding']",2006-06-09,['John Hillcoat'],"['Ray Winstone', 'Guy Pearce', 'Emily Watson']",['Nick Cave']
The Prowler,"An unknown killer, clad in World War II U.S. Army fatigues, stalks a small New Jersey town bent on reliving a 35 year-old double murder by focusing on a group of college kids holding an annual graduation dance.","The Prowler is an overlooked horror film from that golden age of slasher films of the late 70s and early 80s. The film is directed by Joseph Zito who has special effects wizard Tom Savini to thank for the film&apos;s best scenes. The two also teamed up for Friday the 13th: The Final Chapter (part 4), and that film is a superior effort to this one.

The Plot of this film is very similar to My Bloody Valentine. We have a brutal act of violence taking place many years ago. We have the first big social event scheduled in several years on the very grounds where the trouble took place. And we have a spooky killer chopping up victims left and right. Only instead of full mining gear, our Prowler is dressed in WWII era military fatigues.

The gore is by far the best thing this film has going for it. There are some DISGUSTING killings which look very much like they could be the real thing. Our killer loves to use his bayonet, a pitchfork, and a sawed-off double barrel shotgun on his victims. Most of the killings in the version I have are not mere snippets of knives piercing flesh. You see the killer slice and penetrate these victims until they aren&apos;t breathing any more. There is a tidal wave of blood spilled in this film. They saved the best for last, when we see just what a blast from a shotgun at point blank range can do to someone&apos;s face. (I would not dream of revealing the victim&apos;s identity here!) The film has some glaring dead spots, too. Lawrence Tierney who is billed pretty highly makes such a short appearance you wouldn&apos;t believe it. Character development is nearly non-existent, and the motivation behind the carnage is not defined by any logical means. Let me put it this way; I have absolutely NO IDEA why the killer committed these murders. I wonder if the writers even knew.

Gore fans will definitely need to see the uncut version of this film at some point in their lives. It&apos;s like a golfer having to play a certain course he heard is interesting before he dies or a skier having to try a certain slope. That kind of thing. See this film out of a sense of duty, but don&apos;t expect a true classic.

6 of 10 stars from the Hound.",6,"['Horror', 'Mystery', 'Thriller']","['video nasty', 'slasher', 'low budget film', 'female topless nudity', 'sadism']",1981-10-09,['Joseph Zito'],"['Vicky Dawson', 'Christopher Goutman', 'Lawrence Tierney']","['Glenn Leopold', 'Neal Barbera', 'Eric Lewald']"
Psych:9,,,4,"['Horror', 'Mystery', 'Thriller']","['psychotronic film', 'abortion', 'bathtub', 'birthday', 'child abuse victim']",2010-05-07,['Andrew Shortell'],"['Cary Elwes', 'Sara Foster', 'Michael Biehn']",['Lawrence Robinson']
Psychic,The college student Patrick Costello shares an apartment with his childhood friend Nick and has a crush on his professor Laurel Young. Patrick has premonitions through dreams and daydreams since he was a kid and recently he is for...,"A college student, who has psychic powers, has a crush on his female lecturer, who happens to be dating an older man, in fact a professor, who may be a serial killer. The plot gives us a love triangle, police investigation and a series of rather tame killings. Psychic is a rather low key Canadian horror/thriller that has TV/straight to video written all over it. It is a far cry from the director&apos;s excellent My Bloody Valentine (1981), but it is still a perfectly reasonable watch none the less.",5,"['Horror', 'Thriller']","['murder of a nude woman', 'serial murder', 'murder', 'psychotronic film', 'caucasian']",1992-05-20,['George Mihalka'],"['Zach Galligan', 'Catherine Mary Stewart', 'Michael Nouri']","['Mark McQuade Crawford', 'William Crawford', 'Miguel Tejada-Flores']"
Psycho,"A Phoenix secretary embezzles $40,000 from her employer&apos;s client, goes on the run and checks into a remote motel run by a young man under the domination of his mother.","Most modern-day horror films make the killer to be an absolutely inhuman, grotesque, unimaginable monster in order to scare the audience out of its wits. Most of the time, however, these stereotypes create a generic murderer a raving, ranting, clearly demented psychopath. One of the few memorable cinematic killers that does not adhere to these restraints and cliches is, of course, Anthony Hopkins&apos; Hannibal Lecter, whom manages to effectively cause the audience to recoil without such drek as the aforementioned devices.

Anthony Perkins&apos; skillfully crafts his performance as Norman Bates, avoiding a ranting, raving, drooling, murder-happy, manic characterization; instead his performance as Norman is subtle, creepy, cool, and unsettling. He is brilliant; from his quiet conversations with Marion Crane amidst the stuffed birds, to his weasling wimpiness when confronted by Arbogast, his performance is so exact that it chills the viewer, all without the unnecessary disturbing images prevalent in more modern films (read The Cell, Henry: Portrait of A Serial Killer).

Perkin&apos;s fine performance, a tight script, and Bernstein&apos;s classic score make Psycho a film that is now and will always be remembered as one of the pinnacles of the horror genre.",9,"['Horror', 'Mystery', 'Thriller']","['motel', 'shower', 'stabbed with a knife', 'money', 'maniac']",1960-09-08,['Alfred Hitchcock'],"['Anthony Perkins', 'Janet Leigh', 'Vera Miles']","['Joseph Stefano', 'Robert Bloch']"
The Public Enemy,,,7,"['Crime', 'Drama']","['criminal', 'gangster', 'punched in the face', 'gang war', 'rise and fall']",1931-05-15,['William A. Wellman'],"['James Cagney', 'Jean Harlow', 'Edward Woods']","['Kubec Glasmon', 'John Bright', 'Harvey F. Thew']"
Pufnstuf,,,8,"['Adventure', 'Comedy', 'Family']","['character name as title', 'h.r. pufnstuf character', 'camp', 'campy', 'family comedy']",1970-06-15,['Hollingsworth Morse'],"['Jack Wild', 'Billie Hayes', 'Martha Raye']","['John Fenton Murray', 'Si Rose']"
Pulp Fiction,,,10,"['Crime', 'Drama']","['nonlinear timeline', 'overdose', 'drug use', 'drug overdose', 'drug dealing']",1994-10-14,['Quentin Tarantino'],"['John Travolta', 'Uma Thurman', 'Samuel L. Jackson']","['Quentin Tarantino', 'Roger Avary']"
Pumpkinhead,"After a tragic accident, a man conjures up a towering, vengeful demon called Pumpkinhead to destroy a group of unsuspecting teenagers.","This film stands as one of the most underrated I have seen. It has a compelling story of a father&apos;s love and the powerful grip of vengeful desires. It is well acted, has amazing creature affects, and takes the road less traveled by most horror films. It takes no easy ways out. The plot prefers to turn slowly into a gnarled tale of battling with an inner demon. The lighting in the fog and the mere visual presence of the witch, Haggis, with her wispy hairs in the fire light, are genuinely creepy. I think Lance Henriksen gives one of his best performances in this film. Definitely give it a look if you haven&apos;t yet.",9,"['Fantasy', 'Horror']","['demon', 'vengeance', 'monster', 'first part', 'evil']",1989-01-13,['Stan Winston'],"['Lance Henriksen', 'Jeff East', 'John D&apos;Aquino']","['Ed Justin', 'Mark Patrick Carducci', 'Stan Winston']"
Punch-Drunk Love,,,10,"['Comedy', 'Drama', 'Romance']","['absurd comedy', 'seduction', 'sister', 'love', 'pudding']",2002-11-01,['Paul Thomas Anderson'],"['Adam Sandler', 'Emily Watson', 'Philip Seymour Hoffman']",['Paul Thomas Anderson']
Puppet Master II,"The puppets return and hunt paranormal researchers in an attempt to take their brain fluid for their master, Andre Toulon.","A lot of people consider this to be best out of the series but, I&apos;m gonna haft to disagree with that but it&apos;s by far not the worst and you PM fans know what I&apos;m talking about. There&apos;s just something really strange about this film, I think it&apos;s because towards the end of the film it gets really really far out and creepy.

After mutilating there selfish and evil Puppets Master, The puppets Blade, Pinhead, Jester, Tunneler and Leech Woman are back to resurrect there sweet and kind Puppet Master Andre Toulon but he&apos;s no longer sweet and kind, he&apos;s a psychopathic, evil, and greedy zombie that wants to kill the investigators of the Bodega Bay Hotel and in Andre&apos;s insane mind, he thinks one of the investigator is his wife incarnated.

The film introduces us to a new puppet by the name of Torch, who is a robot puppet that shoots flames out of his right arm, I still think Blade is the best though.",6,"['Fantasy', 'Horror', 'Sci-Fi']","['sex scene', 'potion', 'resurrection', 'researcher', 'wires']",1991-02-07,['David Allen'],"['Elizabeth Maclellan', 'Collin Bernsen', 'Steve Welles']","['Charles Band', 'David Pabian', 'David Schmoeller']"
Dollman vs. Demonic Toys,Judith Grey teams with Brick Bardo (Dollman) and his girlfriend Ginger to face the evil Demonic Toys for one final battle.,"First off, I am a fan of the full moon films from the early and mid 90&apos;s. So it was cool to see a mix of their franchises on the screen. Like most Full Moon Fanatics, I can&apos;t really say why they appeal to me, the budgets aren&apos;t high, but the acting is usually above normal straight to video fare and they entertain, I guess that&apos;s the bottom line..they entertain.

Now for this movie in particular. The effects were fine (except for the large Baby oopsy),Tim Thomerson always delivers, and both female leads (Tracy Scroggins, and Mellisa Behr), are attractive and do a fine job. Baby Oopsie-Daisy is a riot. I have to admit I really enjoyed the movie, a great way to spend and hour, and that leads me to my only complaint. It was only 64 minutes long. Add in the opening and closing credits along with the flashback sequences to the other movies (Dollman, Demonic Toys, and Bad Channels) to introduce the main characters back stories and you were well under an hour. Now I prefer a shorter movie to a long one. If you can&apos;t tell your story in 2hours or so you just aren&apos;t trying (in most cases). But this was a little too short, no development. Why did the dwarf security guard join the demonic toys so quickly, who was that girl they sacrificed where did she come from? Show me something rather then explain it with one line of dialog. Anyway felt more like an hour long TV episode rather then a movie.

Final decision : I really enjoyed the time spent watching it. There were some good, and some below average effects. Slightly underdeveloped story and characters, but in the end it entertained. It was funny, had some decent action, and was just plain fun.",8,"['Action', 'Fantasy', 'Horror']","['killer doll', 'police', 'supernatural power', 'evil toy', 'sequel']",1993-10-13,['Charles Band'],"['Tim Thomerson', 'Tracy Scoggins', 'Melissa Behr']","['Charles Band', 'Craig Hamann', 'Jackson Barr']"
The Purple Rose of Cairo,,,8,"['Comedy', 'Fantasy', 'Romance']","['film within a film', '1930s', 'movie theater', 'tragedy', 'film industry']",1985-04-19,['Woody Allen'],"['Mia Farrow', 'Jeff Daniels', 'Danny Aiello']",['Woody Allen']
Pursued,,,7,"['Drama', 'Western']","['orphan', 'ranch', 'step brother step sister relationship', 'vengeance', 'kiss']",1947-05-29,['Raoul Walsh'],"['Teresa Wright', 'Robert Mitchum', 'Judith Anderson']",['Niven Busch']
The Pyramid,An archaeological team attempts to unlock the secrets of a lost pyramid only to find themselves hunted by an insidious creature.,"A group of archaeologists & film makers enter a recently discovered three-sided pyramid, buried in the Egyptian desert, in order to retrieve a $3m robot when they lose communication with it. They find themselves lost & in a deadly fight for survival. James Buckley (The Inbetweeners) provides some light comic relief but overall this found footage style movie is pretty tense, claustrophobic & does have a view effectively horrific moments. It certainly could have been better but personally I found it to be reasonably good.",6,"['Horror', 'Mystery', 'Thriller']","['pyramid', 'egyptian', 'egyptian tomb', 'cat', 'anubis']",2014-12-05,['Grégory Levasseur'],"['Ashley Hinshaw', 'James Buckley', 'Denis O&apos;Hare']","['Daniel Meersand', 'Nick Simon']"
Quackser Fortune Has a Cousin in the Bronx,"In Dublin, a working class family has been unsuccessful in convincing their son to get a real job: the son prefers his job of scooping up horse&apos;s dung and selling it for flower gardens. An American exchange student almost runs him...","An odd little film. A romantic comedy, I suppose, but the comedy is more whimsy than anything else. Good job on the accent by Gene Wilder. And Margot Kidder was so beautiful then. She and Wilder both turn in good erformances, and the photography of Dublin is fairly interesting. I found the film slow and not terribly interesting. Recommended only to fans of the two principals.",5,"['Comedy', 'Drama', 'Romance']","['dublin ireland', 'female frontal nudity', 'exchange student', 'premarital sex', 'bare chested male']",1972-06-09,['Waris Hussein'],"['Gene Wilder', 'Margot Kidder', 'Eileen Colgan']",['Gabriel Walsh']
Quadrophenia,,,8,"['Drama', 'Music']","['sex scene', 'teenage boy', 'teenage girl', 'riding a scooter', 'rockers']",1979-11-02,['Franc Roddam'],"['Phil Daniels', 'Leslie Ash', 'Phil Davis']","['Dave Humphries', 'Martin Stellman', 'Franc Roddam']"
Skjelvet,,"It&apos;s sad but true. The wave was amazing not just because of its suspense, but also because its characters&apos;actions made sense. And what makes this one even worse is that they are the same characters only stupid! I didn&apos;t mind the slow build to the the actual disaster; what annoyed me the most was how everyone was lame and slow and just unbelievably wrong when it comes to their reactions! Scenes where they&apos;re supposed to be running for their lives, but instead having melodramatic moments. Human instincts don&apos;t work that way or else there would never be any survivors in any life-threatening situation ever! It was so irritating to watch them behave this way after the amazing performance of the previous film! It was a disappointment.",5,"['Action', 'Drama', 'Thriller']","['oslo norway', 'destruction', 'geology', 'urban setting', 'tunnel']",2018-12-14,['John Andreas Andersen'],"['Kristoffer Joner', 'Ane Dahl Torp', 'Edith Haagenrud-Sande']","['John Kåre Raake', 'Harald Rosenløw-Eeg']"
Quantrill&apos;s Raiders,A Civil War guerilla gang plans an attack on a Kansas arsenal.,"Lawrence, Kansas had to go undergo a seizure from both sides in the Civil War. The first time was John Brown who executed quite a few because they were of southern birth and sympathy. The next time was by William Quantrill who was fighting for the south in his own way of course.

The bloodthirsty Quantrill has been a hand movie villain, there&apos;s not too much you can say good about him. If there is anything true about this film it is strictly unintentional.

Leo Gordon plays Quantrill here and while there&apos;s more Gordon than the real Quantrill that all right by me because Leo Gordon is one of the best and meanest of villains and always fun to watch.

Our protagonist hero is Steve Cochran who is a Confederate army captain traveling as a spy behind Yankee lines. He&apos;s got orders for Quantrill from the Confederate command to destroy the Union arsenal at Lawrence, but don&apos;t do any of the looting and atrocities for which he is getting a bad rep for. Gordon has his own agenda for Lawrence and it has nothing to do with the issues of the Civil War.

Cochran indulges in a little romance with Gale Robbins. Also the very sexy Diane Brewster who is Gordon&apos;s woman makes a play for Cochran.

All in all and average B western under the Allied Artists banner.",5,"['Drama', 'Western']","['shoulder holster', 'holster', 'ammunition belt', 'ammunition', 'cartridge belt']",1958-04-27,['Edward Bernds'],"['Steve Cochran', 'Diane Brewster', 'Leo Gordon']",['Polly James']
Queen Christina,,,10,"['Biography', 'Drama', 'Romance']","['17th century', 'queen of sweden', 'f rated', 'character name as title', 'queen christina of sweden character']",1934-02-09,['Rouben Mamoulian'],"['Greta Garbo', 'John Gilbert', 'Ian Keith']","['H.M. Harwood', 'Salka Viertel', 'Margaret P. Levino']"
The Quest,,,5,"['Action', 'Adventure', 'Drama']","['martial arts action', 'martial arts', 'kickboxing', 'underground tournament', 'siam']",1996-04-26,['Jean-Claude Van Damme'],"['Jean-Claude Van Damme', 'Roger Moore', 'James Remar']","['Frank Dux', 'Jean-Claude Van Damme', 'Steven Klein']"
The Quick and the Dead,"A female gunfighter returns to a frontier town where a dueling tournament is being held, which she enters in an effort to avenge her father&apos;s death.","A great western by Sam Raimi starring some super power talent in Russell Crowe, Sharon Stone, Leo Di Caprio and Gene Hackman. The cinematography is really good and clearly a homage to The man with no man movies. Direction is crisp and Sam Raimi should be applauded for that. On the cinematography, the great Ebert wrote that it reeks of biblical vengeance. Just watch this for the setting.",,"['Action', 'Romance', 'Thriller']","['female gunfighter', 'arizona', 'rape', 'female topless nudity', 'breasts']",1995-02-10,['Sam Raimi'],"['Sharon Stone', 'Gene Hackman', 'Russell Crowe']",['Simon Moore']
Stille dage i Clichy,,,4,"['Comedy', 'Drama']","['sex in a bathtub', 'voyeurism', 'voyeur', 'female rear nudity', 'sex']",1970-06-01,['Jens Jørgen Thorsen'],"['Paul Valjean', 'Wayne Rodda', 'Ulla Koppel']","['Henry Miller', 'Jens Jørgen Thorsen']"
Quiz Show,,,10,"['Biography', 'Drama', 'History']","['based on true story', 'investigation', 'fraud', 'television', '1950s']",1994-10-07,['Robert Redford'],"['Ralph Fiennes', 'John Turturro', 'Rob Morrow']","['Paul Attanasio', 'Richard N. Goodwin']"
R2-D2: Beneath the Dome,,,9,"['Short', 'Comedy']","['parody comedy', 'mockumentary', 'reenactment', 'star wars spoof', 'futuristic']",2001-11-25,"['Don Bies', 'Spencer Susser']","['Bob Hesse', 'Robbie Edwards', 'Elizabeth Tulloch']","['Don Bies', 'Mary Beth Bresolin', 'Kim Bromley']"
Rabid,"A young woman develops a taste for human blood after experimental plastic surgery, and her victims turn into blood-thirsty zombies, leading into a city-wide epidemic.","I&apos;m a fan of David Cronenberg, so I&apos;ve gradually been unearthing his earlier work. I watched Rabid last week, and, too my surprise, it was a pretty good B horror flick. Sure, it had plenty of bad acting (though Marilyn Chambers was good-*gasp*), was a bit too long for what it was, and was uneven overall, but I could definitely see the genius that was too come from this very young Cronenberg. Interesting flick--give it a try. **Another interesting note--look for Ivan Reitman&apos;s name in the opening credits as a producer**",6,"['Horror', 'Sci-Fi']","['gore', 'female frontal nudity', 'corpse', 'insanity', 'science runs amok']",1977-04-08,['David Cronenberg'],"['Marilyn Chambers', 'Frank Moore', 'Terry Schonblum']",['David Cronenberg']
Race with the Devil,,,7,"['Action', 'Adventure', 'Horror']","['satanic cult', 'redneck horror', 'vacation gone wrong', 'vacation', 'road movie']",1975-06-27,['Jack Starrett'],"['Peter Fonda', 'Warren Oates', 'Loretta Swit']","['Lee Frost', 'Wes Bishop']"
Radio Days,,,7,['Comedy'],"['1940s', 'radio', 'submarine', 'narrated by director', 'adultery']",1987-01-30,['Woody Allen'],"['Mia Farrow', 'Dianne Wiest', 'Mike Starr']",['Woody Allen']
Tokarev,"When the daughter of a reformed criminal is kidnapped, he rounds up his old crew and seeks his own brand of justice.","Nic Cage is a good actor. Ethan Hawke once said he brought back the character actor, the man who did not focus on making his characters as &apos;real&apos; as possible, but instead focused on how that character can be used to entertain, shock and intrigue the viewing audience. Nic Cage is a man who isn&apos;t afraid to jump the shark a million times and 34 years into his career I would say a million is about correct.

His latest film is Tokarev and its pretty average if i&apos;m honest. After the very good &apos;Joe&apos; and after Cage saying he would focus on more introverted roles, roles that take thought and commitment instead of a lazy performance for a paycheck (cough, Ghost Rider - Spirit Of Vengeance, cough), I knew he would take on a role along these lines and I don&apos;t blame him, the film does certainly have a few things going for it and Cage turns in an above average performance here, there&apos;s quite a few moments where he really shines and a few where he doesn&apos;t but he&apos;s never down right terrible which, considering his good to bad film ration the past 10 years, he should be given a medal for that.

I would recommend you give it a watch, its again pretty average but there are 3 or 4 scenes that surprised me and showed Nic Cage is truly back and he should be watched for the next few years. I think we are going to see a lot of good things from Rage Cage very soon.",5,"['Action', 'Thriller']","['scene during end credits', 'revenge', 'paralysis', 'surprise during end credits', 'ambiguous ending']",2014-05-09,['Paco Cabezas'],"['Nicolas Cage', 'Rachel Nichols', 'Max Ryan']","['Jim Agnew', 'Sean Keller']"
The Rage: Carrie 2,,,8,"['Drama', 'Horror', 'Sci-Fi']","['short dress', 'short skirt', 'female nudity', 'loss of virginity', 'first kiss']",1999-03-12,"['Katt Shea', 'Robert Mandel']","['Emily Bergl', 'Jason London', 'Dylan Bruno']","['Stephen King', 'Rafael Moreu']"
Raging Bull,"The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it.","Raging Bull is one of Martin Scorsese&apos;s best films and with out a doubt the best film of the 80&apos;s. It follows the career of middleweight boxing champion Jake LaMotta as his career progresses but his emotional problems worsen.

The most notable feature in Raging Bull is the colour. All but the home Video footage is shot in black and white. This was a huge risk on Scorsase&apos;s part but it defiantly pays off, the film wouldn&apos;t feel the same had it been done in colour.

Throughout the entire film acting is simply impeccable. De Niro and Pesci are both stunning. The script is amazing, you really feel like you understand every character, none of their actions seem out of character no matter how outrageous they may be.

Scorsese&apos;s directing is stunning. He really is a very talented director and in Raging Bull it shows. The fight scenes are famous for their brutal realism and it&apos;s easy to see why. He puts you right in the ring with the fighters and you cant help but admire their technical brilliance. However, the most stunning aspect of all is Thelma Schoonmaker&apos;s editing. Its some of the best editing I&apos;ve ever seen especially during the fight scenes where it&apos;s positively breathtaking.

No matter what happens you always find yourself sympathising with La Motta, even during his most outrageous moments. Not only is Raging Bull the greatest film to come out of the 80&apos;s but is one of the greatest this century that&apos;s highly underrated and defiantly worth owning.

10 out of 10",10,"['Biography', 'Drama', 'Sport']","['jealousy', 'new york city', 'dysfunctional family', 'marriage crisis', 'domestic violence']",1980-12-19,['Martin Scorsese'],"['Robert De Niro', 'Cathy Moriarty', 'Joe Pesci']","['Jake LaMotta', 'Joseph Carter', 'Peter Savage']"
Ragtime,"A young black pianist becomes embroiled in the lives of an upper-class white family set among the racial tensions, infidelity, violence and other nostalgic events in early 1900s New York City.","Back in the day when Hollywood was grinding out B westerns it wasn&apos;t unusual at all to see famous folks of the west in stories that had absolutely nothing to do with their own lives or to see many famous people interacting when they never even met in real life.

Ragtime revives some of that dubious tradition in filming E.L. Doctorow&apos;s novel about the Teddy Roosevelt years of the first decade of the last century. Teddy figures into this briefly as does his Vice President Charles Fairbanks. Booker T. Washington is here too, as are the principals of the Stanford White murder, and New York City Police Commissioner Rhinelander Waldo.

It&apos;s quite a blend because Roosevelt and Fairbanks ran for re-election in 1904 as Fairbanks is shown delivering a campaign speech. He wasn&apos;t even Vice President then, just a Senator from Indiana. Fairbanks was running for Vice President because Roosevelt had no Vice President in his first term. He succeeded to the presidency when Willima McKinley was assassinated.

The Stanford White murder took place in 1906 and was then called the crime of the century. Many such murders right up to O.J. Simpson were given that dubious distinction. And Rhinelander Waldo was not NYPD Police Commissioner until 1910 and he was much younger than James Cagney. 

Still and all E.L. Doctorow&apos;s book is made into a fine film which got a whole bunch of Academy Award nominations including Best Picture, Best Director for Milos Forman and Supporting player nominations for Howard Rollins, Jr. and Elizabeth McGovern.

The main story is about Coalhouse Walker, Jr. a black ragtime pianist and his Sarah. She has his baby and they&apos;d like to get married. But a whole lot of things, some of them peripherally connected to the true events and people previously mentioned that lead him and a gang to take possession of the Morgan Library and threaten to blow it up.

Howard Rollins was a real tragedy. This was a great start to a short, but brilliant career that included his long running role as Virgil Tibbs in the TV series In the Heat of the Night and the film A Soldier&apos;s Story. He died way too young from AIDS contracted from a lot of intravenous drug use. 

Elizabeth McGovern is the famous Evelyn Nisbet, the girl on the red velvet swing which was the title of another film that dealt with the Stanford White murder. McGovern&apos;s performance is probably closer to the real Evelyn than Joan Collins was in that earlier film. She&apos;s basically a goldigger who juggled two men, her husband Harry K. Thaw and her upscale lover, society architect Stanford White. Her circus act led to White&apos;s death, Thaw&apos;s commitment to an insane asylum and a vaudeville career for her.

Ragtime was eagerly awaited because of the anticipated return of James Cagney to the screen after being off for 19 years. Cagney is clearly aged, but he gets through the role because unlike that television film Terrible Joe Moran, he&apos;s not the center of the film, though he&apos;s first billed. Note that he&apos;s sitting down during most of his performance and when he has to stand the camera is a discreet distance. It&apos;s nothing like the bouncing Cagney of old, but light years better than Terrible Joe Moran.

This was also the final joint appearance as it turned for the team that invented the buddy film, James Cagney and Pat O&apos;Brien even though they have no scenes together. O&apos;Brien is Harry K. Thaw&apos;s attorney and Mrs. O&apos;Brien plays Thaw&apos;s mother under her maiden name of Eloise Taylor. She was an actress before she married Pat, but gave up her career to raise their four children. 

Author Norman Mailer plays Stanford White, fulltime architect and hedonist and Robert Joy plays the demented millionaire Harry K. Thaw and both fit the parts perfectly. Maybe one day we will have a definitive film version just concentrating on the murder and it&apos;s aftermath for the three principals.

Milos Forman gave us a remarkable evocation of an exciting time in American history. It seemed that America had limitless possibilities then. I doubt they&apos;ll be saying that about the first decade of this century.",9,['Drama'],"['racial injustice', 'racial slur', 'period drama', 'american film directed by czech director', 'american film directed by european director']",1981-12-25,['Milos Forman'],"['James Cagney', 'Elizabeth McGovern', 'Howard E. Rollins Jr.']","['E.L. Doctorow', 'Michael Weller', 'Heinrich von Kleist']"
Raiders of the Lost Ark,"In 1936, archaeologist and adventurer Indiana Jones is hired by the U.S. government to find the Ark of the Covenant before the Nazis can obtain its awesome powers.","I&apos;ve seen Raiders of the Lost Ark numerous times on TV, DVD and big screen. My local theatre had a special showing last night and the 400-seat screen completely sold out (as Indy films always do). Luckily for me and my pal, we got the last 2 tickets available! I can&apos;t think of many films that still sell-out 25 years after their original release. There&apos;s just something about Indy movies(iconic hero, affection, epic spectacle) that brings you back again and again.

The only trouble with that is there are zillions of reviews, critiques and dissections of this movie already out there, so what I have to offer will probably not be anything new. I will however not go the way of the cliché and mention 1930&apos;s serials, Tom Selleck or the sword/gun fight.

I will, however, ask you one question. Did you know that some of the more iconic, memorable sequences from Raiders owe quite a lot to Duck Tales? What? Surely it&apos;s the other way around? Well, no. The globe-trotting adventures of Scrooge McDuck, Huey, Duey, Luey and Donald in Carl Bank&apos;s Disney comic-books from the 50s came first. If you can find some of these then you&apos;ll surely notice the similarities.

The hunt for the Ark of the Covenant is more than just an excuse for action. So many movies these days seem to come up with action first and string them together with some lame plot. Movies like this are quickly forgotten and one of the reasons Raiders holds up so well is because it works the Covenant story so well into the plot.

The action comes in a succession of set-pieces. I do enjoy films that have to increasingly better themselves in every scene. Raiders introduced this as a standard that the sequels had to live up to. My fave scene has to be the massive truck chase through Egypt, which is made up of many of its own smaller sequences. One little idiosyncrasy I like about Indy is that even though he&apos;s a College Professor and Doctor, he has no beef killing people. So very far from the ubiquitous PC heroes of todays movies.

You might think that it&apos;s rather geeky to hype up the editing and sound design, but they do stand out from recent action movies. The gunfire and punching seem to have a sort of &apos;Indy&apos; signature sound to them, that I&apos;ve not heard in any other films. And obviously, John William&apos;s classic score is one of those themes that just everybody in the world knows (though I prefer his score to Temple of Doom), truly one of the best movie themes ever. Better than Star Wars! 

I&apos;m not sure if Spielberg planned on Raiders starting the Indy franchise but there&apos;s already enough in here to establish a whole universe of potential stories and character arcs. There&apos;s talk of a fourth movie at the moment, but I personally don&apos;t think it will happen and I don&apos;t want it to. It&apos;s perfect existing as a trilogy and a sequel that comes traipsing in 18 years after the last is just not going to feel right. Even if you are hungry for more Indy then there are loads of books and video games out there and then there&apos;s the Young Indiana Jones TV show (where are the DVDs?), which are official Indy canon and even starred Ford once (they bounced around in time).

I am giving Raiders 9/10 because I just have a soft spot for Temple of Doom (which is obviously a 10/10 movie). Even 25 years after it first came out it still has the power to captivate the audience and provoke sheer excitement every time. And in 25 years it will still be far superior to almost everything.

Now there&apos;s something you cannot say about The Fast and the Furious! Sigh, where did all the special movies go?",9,"['Action', 'Adventure']","['ark of the covenant', 'nazi', 'archeologist', 'archeology', 'egypt']",1981-06-12,['Steven Spielberg'],"['Harrison Ford', 'Karen Allen', 'Paul Freeman']","['Lawrence Kasdan', 'George Lucas', 'Philip Kaufman']"
Rain Man,,,8,['Drama'],"['road movie', 'gambling', 'travel', 'autistic savant', 'portable television']",1988-12-16,['Barry Levinson'],"['Dustin Hoffman', 'Tom Cruise', 'Valeria Golino']","['Barry Morrow', 'Ron Bass']"
